#anchorwave proali -i ./Udiv/Udiv.scaffold_1.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_1.fa -a ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_1.cds.fa -ar ./Udiv/Udiv.scaffold_1.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	188125658	188153363	Hic_chr_1	21253333	21278964	-	mRNA19930	1	0.613121
scaffold_3	191060896	191085894	Hic_chr_1	19664959	19674224	-	mRNA19979	1	0.776749
scaffold_3	191143076	191143229	Hic_chr_1	19616808	19617048	-	mRNA19982	1	0.575758
scaffold_3	191267000	191342166	Hic_chr_1	19523368	19546620	-	mRNA19995	1	0.333333
scaffold_3	191407078	191415047	Hic_chr_1	19437342	19446876	-	mRNA20000	1	0.485549
scaffold_3	191488425	191488642	Hic_chr_1	19349786	19350032	-	mRNA20003	1	0.494172
scaffold_3	191553155	191624009	Hic_chr_1	19248463	19297410	-	mRNA20006	1	0.849098
scaffold_3	191678699	191715620	Hic_chr_1	19188348	19211951	-	mRNA20009	1	0.769231
scaffold_3	192042948	192100002	Hic_chr_1	18931160	18973123	-	mRNA20012	1	0.476383
#block end
#block begin
scaffold_3	109311221	109311814	Hic_chr_1	28405090	28405718	-	mRNA18424	2	0.708696
scaffold_3	109439156	109439481	Hic_chr_1	28365504	28365814	-	mRNA18429	2	0.678005
scaffold_3	109745057	109745351	Hic_chr_1	28248261	28248551	-	mRNA18439	2	0.834808
scaffold_3	110057492	110057599	Hic_chr_1	28098780	28098887	-	mRNA18445	2	0.5
scaffold_3	110163681	110164020	Hic_chr_1	28055980	28056301	-	mRNA18450	2	0.564663
scaffold_3	110224859	110242938	Hic_chr_1	28016014	28027017	-	mRNA18452	2	0.960473
#block end
#block begin
scaffold_3	169747135	169896076	Hic_chr_1	95393546	95489737	+	mRNA19652	3	0.960543
scaffold_3	169898090	169927227	Hic_chr_1	95491247	95524857	+	mRNA19654	3	0.575644
scaffold_3	169999960	170004317	Hic_chr_1	95572371	95576039	+	mRNA19656	3	0.814815
scaffold_3	170448587	170485452	Hic_chr_1	95830269	95843008	+	mRNA19668	3	0.960552
scaffold_3	170485517	170485764	Hic_chr_1	95843069	95843309	+	mRNA19669	3	0.856631
#block end
#block begin
scaffold_3	126556753	126602485	Hic_chr_1	105196207	105219027	+	mRNA18838	4	0.544892
scaffold_3	126702705	126723161	Hic_chr_1	105250785	105253326	+	mRNA18840	4	0.436601
scaffold_3	127009747	127010765	Hic_chr_1	105359783	105360789	+	mRNA18844	4	0.87787
scaffold_3	131102048	131397967	Hic_chr_1	107199142	107326772	+	mRNA18943	4	0.655111
scaffold_3	132213981	132214148	Hic_chr_1	108069036	108069203	+	mRNA18956	4	0.428941
scaffold_3	132268488	132499801	Hic_chr_1	108106773	108216603	+	mRNA18957	4	0.688802
#block end
#block begin
scaffold_3	140357294	140396854	Hic_chr_1	82287917	82315926	-	mRNA19111	5	0.978495
scaffold_3	149476972	149477805	Hic_chr_1	60271735	60272565	-	mRNA19298	5	0.685738
scaffold_3	149859726	149859939	Hic_chr_1	60006513	60006731	-	mRNA19304	5	0.931507
scaffold_3	150516643	150569042	Hic_chr_1	59595037	59630990	-	mRNA19316	5	0.9201
scaffold_3	150719019	150737131	Hic_chr_1	59464149	59478228	-	mRNA19318	5	0.196721
#block end
#block begin
scaffold_3	151048942	151049158	Hic_chr_1	4313239	4313439	+	mRNA19322	6	0.418259
scaffold_3	151155964	151204419	Hic_chr_1	4358414	4375112	+	mRNA19326	6	0.946667
scaffold_3	151529876	151530279	Hic_chr_1	4686595	4687015	+	mRNA19330	6	0.857778
scaffold_3	151693745	151753242	Hic_chr_1	4803413	4852477	+	mRNA19333	6	0.513497
scaffold_3	168192675	168229575	Hic_chr_1	5931290	6013970	+	mRNA19615	6	0.228389
#block end
#block begin
scaffold_3	41969973	42004539	Hic_chr_1	85089101	85104864	+	mRNA16788	7	0.989147
scaffold_3	73998576	74075714	Hic_chr_1	94714586	94733931	+	mRNA17548	7	0.411483
scaffold_3	75726639	75821309	Hic_chr_1	94755573	94797793	+	mRNA17593	7	0.959665
scaffold_3	75849746	75860246	Hic_chr_1	94828870	94835241	+	mRNA17597	7	0.270073
#block end
#block begin
scaffold_3	181427973	181435135	Hic_chr_1	103478780	103483447	-	mRNA19839	8	0.899344
scaffold_3	184165090	184224217	Hic_chr_1	101016144	101109291	-	mRNA19874	8	0.7706
scaffold_3	184382461	184383443	Hic_chr_1	100820317	100821293	-	mRNA19877	8	0.626953
#block end
#block begin
scaffold_3	117519398	117600013	Hic_chr_1	49313355	49364481	-	mRNA18621	9	0.717475
scaffold_3	120199815	120274509	Hic_chr_1	49211294	49238779	-	mRNA18693	9	0.997729
scaffold_3	124540831	124562153	Hic_chr_1	31790101	31799847	-	mRNA18785	9	0.655419
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_2.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_2.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_2.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	83850833	83851693	Hic_chr_2	11104721	11105578	+	mRNA17777	1	0.674641
scaffold_3	89330456	89342432	Hic_chr_2	36504565	36505446	+	mRNA17987	1	0.730405
scaffold_3	111701891	111723418	Hic_chr_2	39756085	39762994	+	mRNA18490	1	0.708213
scaffold_3	171767854	171768061	Hic_chr_2	46186054	46186261	+	mRNA19693	1	0.521303
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_3.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_3.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_3.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	126394882	126429950	Hic_chr_3	99238470	99240025	-	mRNA18835	1	0.9268
scaffold_3	137010473	137016735	Hic_chr_3	81160405	81160549	-	mRNA19040	1	0.254386
scaffold_3	157048736	157077093	Hic_chr_3	57328574	57329494	-	mRNA19421	1	0.961338
scaffold_3	171767854	171768062	Hic_chr_3	52894744	52894952	-	mRNA19693	1	0.52381
scaffold_3	189624100	189916627	Hic_chr_3	10177208	10411406	-	mRNA19954	1	0.737978
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_4.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_4.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_4.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	26750925	26753344	Hic_chr_4	34206905	34209323	+	mRNA16469	1	0.354352
scaffold_3	55758749	55760251	Hic_chr_4	45543254	45546506	+	mRNA17091	1	0.739678
scaffold_3	195085038	195086421	Hic_chr_4	72563899	72565285	+	mRNA20073	1	0.873321
scaffold_3	195098374	195099158	Hic_chr_4	72571693	72572477	+	mRNA20075	1	0.73659
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_5.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_5.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_5.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	104125541	104126329	Hic_chr_5	127239148	127239925	-	mRNA18313	1	0.527311
scaffold_3	171767854	171768062	Hic_chr_5	111823512	111823720	-	mRNA19693	1	0.52381
scaffold_3	193081250	193201527	Hic_chr_5	94526853	94528605	-	mRNA20029	1	0.964706
scaffold_3	200891523	200951037	Hic_chr_5	88762506	88764541	-	mRNA20159	1	0.978702
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_6.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_6.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_6.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	95109348	95208404	Hic_chr_6	118171610	118175742	-	mRNA18113	1	0.228003
scaffold_3	178939355	178977556	Hic_chr_6	34898395	34911853	-	mRNA19792	1	0.822382
scaffold_3	178988172	179015802	Hic_chr_6	34876259	34886147	-	mRNA19793	1	0.773777
scaffold_3	217704352	217729487	Hic_chr_6	13857134	13874039	-	mRNA20495	1	0.367385
scaffold_3	217765883	217777992	Hic_chr_6	13833130	13840598	-	mRNA20496	1	0.697632
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_7.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_7.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_7.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_8.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_8.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_8.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_9.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_9.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_9.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	4855838	4921992	Hic_chr_9	43161420	43187674	+	mRNA16096	1	0.744768
scaffold_3	5576253	5626493	Hic_chr_9	43544884	43588255	+	mRNA16102	1	0.242384
scaffold_3	6169031	6170848	Hic_chr_9	44298758	44300560	+	mRNA16113	1	0.90374
scaffold_3	7153151	7156774	Hic_chr_9	44822622	44822886	+	mRNA16123	1	0.696721
scaffold_3	7881285	7883183	Hic_chr_9	45249062	45250960	+	mRNA16129	1	0.93014
scaffold_3	12384625	12428619	Hic_chr_9	46457188	46481415	+	mRNA16217	1	0.902027
scaffold_3	12436337	12456104	Hic_chr_9	46482667	46487881	+	mRNA16218	1	0.966312
scaffold_3	13160734	13387923	Hic_chr_9	46726336	46895404	+	mRNA16221	1	0.904655
scaffold_3	13913131	14121283	Hic_chr_9	47115334	47200452	+	mRNA16227	1	0.811626
scaffold_3	14215107	14230267	Hic_chr_9	47249801	47250059	+	mRNA16229	1	0.777778
scaffold_3	14322045	14322296	Hic_chr_9	47286319	47286570	+	mRNA16234	1	0.65625
scaffold_3	14346555	14391746	Hic_chr_9	47297269	47334459	+	mRNA16235	1	0.910412
scaffold_3	14594931	14711430	Hic_chr_9	47418755	47486399	+	mRNA16238	1	0.7154
scaffold_3	14921270	14942585	Hic_chr_9	47519072	47527123	+	mRNA16245	1	0.957895
scaffold_3	14981087	15114020	Hic_chr_9	47537586	47598870	+	mRNA16248	1	0.472425
scaffold_3	17608339	17639094	Hic_chr_9	54054503	54085085	+	mRNA16307	1	0.682914
scaffold_3	18102769	18217489	Hic_chr_9	54194555	54227133	+	mRNA16328	1	0.952868
scaffold_3	18544820	18607490	Hic_chr_9	60644764	60668167	+	mRNA16343	1	0.532508
scaffold_3	18677865	18711791	Hic_chr_9	61015692	61044909	+	mRNA16344	1	0.995812
scaffold_3	18713058	18772353	Hic_chr_9	61053071	61093112	+	mRNA16345	1	0.97262
#block end
#block begin
scaffold_3	24475882	24558116	Hic_chr_9	8791960	8871789	+	mRNA16424	2	0.982823
scaffold_3	30124532	30160437	Hic_chr_9	15959138	15966617	+	mRNA16560	2	0.645963
scaffold_3	30238839	30296937	Hic_chr_9	16026956	16065809	+	mRNA16565	2	0.930506
scaffold_3	36060296	36060495	Hic_chr_9	20981286	20981485	+	mRNA16699	2	0.584795
scaffold_3	44943561	45002749	Hic_chr_9	22168671	22190319	+	mRNA16874	2	0.867111
scaffold_3	46008018	46062394	Hic_chr_9	23149869	23193169	+	mRNA16893	2	0.479339
scaffold_3	49493638	49549954	Hic_chr_9	24510984	24522852	+	mRNA16943	2	0.747475
scaffold_3	49576444	49593163	Hic_chr_9	24526801	24531564	+	mRNA16945	2	0.982659
#block end
#block begin
scaffold_3	70897881	70901845	Hic_chr_9	736199	743069	+	mRNA17448	3	0.846491
scaffold_3	137823544	137845778	Hic_chr_9	3825956	3831717	+	mRNA19064	3	0.962704
scaffold_3	137863225	137871690	Hic_chr_9	3832134	3835630	+	mRNA19069	3	0.824885
scaffold_3	137881649	137927483	Hic_chr_9	3836278	3848665	+	mRNA19072	3	0.960512
scaffold_3	137978008	138156934	Hic_chr_9	3866496	3968290	+	mRNA19076	3	0.915233
#block end
#block begin
scaffold_3	159997994	160080290	Hic_chr_9	42045998	42096216	+	mRNA19466	4	0.902357
scaffold_3	160094407	160101709	Hic_chr_9	42110804	42122533	+	mRNA19467	4	0.477553
scaffold_3	160189996	160276492	Hic_chr_9	42182157	42273180	+	mRNA19470	4	0.465874
scaffold_3	160352800	160360113	Hic_chr_9	42330427	42344983	+	mRNA19472	4	0.902213
scaffold_3	160497716	160501171	Hic_chr_9	42452324	42455851	+	mRNA19473	4	0.908883
#block end
#block begin
scaffold_3	165562196	165562549	Hic_chr_9	5339753	5340114	-	mRNA19573	5	0.940678
scaffold_3	165562574	165563995	Hic_chr_9	5338307	5339728	-	mRNA19574	5	0.993671
scaffold_3	165750080	165750374	Hic_chr_9	5247021	5247319	-	mRNA19580	5	0.769841
scaffold_3	165803249	165806377	Hic_chr_9	5218388	5224056	-	mRNA19582	5	0.490741
#block end
#block begin
scaffold_3	180123214	180303866	Hic_chr_9	81441501	81524405	-	mRNA19818	6	0.967366
scaffold_3	180371570	180372760	Hic_chr_9	81408198	81409517	-	mRNA19820	6	0.72284
scaffold_3	205394725	205406624	Hic_chr_9	69140879	69148261	-	mRNA20279	6	0.677668
scaffold_3	205700442	205719184	Hic_chr_9	66232595	66242847	-	mRNA20284	6	0.72067
#block end
#block begin
scaffold_3	156213949	156240476	Hic_chr_9	38629142	38629746	-	mRNA19410	7	0.354399
scaffold_3	156511355	156511774	Hic_chr_9	38499518	38499937	-	mRNA19411	7	1
scaffold_3	156567646	156628024	Hic_chr_9	38374256	38438001	-	mRNA19412	7	0.861761
scaffold_3	156659884	156699242	Hic_chr_9	38312531	38331803	-	mRNA19413	7	0.238661
scaffold_3	156804009	156968621	Hic_chr_9	38197333	38284018	-	mRNA19415	7	0.31794
#block end
#block begin
scaffold_3	208027679	208039753	Hic_chr_9	7848111	7855566	-	mRNA20317	8	0.940239
scaffold_3	210157092	210226641	Hic_chr_9	7701969	7794228	-	mRNA20360	8	0.609266
scaffold_3	217065933	217067521	Hic_chr_9	6097441	6099029	-	mRNA20486	8	0.926316
#block end
#block begin
scaffold_3	398644	515414	Hic_chr_9	84580386	84624723	-	mRNA16017	9	0.990133
scaffold_3	634947	774571	Hic_chr_9	84422061	84507733	-	mRNA16020	9	0.890529
scaffold_3	834740	835164	Hic_chr_9	84403403	84403824	-	mRNA16024	9	0.497613
#block end
#block begin
scaffold_3	3217748	3218022	Hic_chr_9	31271496	31271770	+	mRNA16058	10	0.294372
scaffold_3	3415442	3415885	Hic_chr_9	31393964	31394407	+	mRNA16063	10	0.981982
scaffold_3	3454242	3506224	Hic_chr_9	31418118	31434424	+	mRNA16065	10	0.941209
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_10.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_10.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_10.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_11.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_11.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_11.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	43551577	43566694	Hic_chr_11	80012886	80033111	-	mRNA16836	1	0.623628
scaffold_3	50235696	50349914	Hic_chr_11	72343474	72408863	-	mRNA16961	1	0.127883
scaffold_3	74146265	74180750	Hic_chr_11	5102122	5119432	-	mRNA17550	1	0.937037
scaffold_3	75007673	75013473	Hic_chr_11	2405627	2414533	-	mRNA17577	1	0.465677
scaffold_3	75180174	75180430	Hic_chr_11	2310050	2310277	-	mRNA17583	1	0.484649
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_12.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_12.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_12.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	16637184	16706828	Hic_chr_12	122741149	122769467	-	mRNA16286	1	0.823982
scaffold_3	104426708	104442998	Hic_chr_12	59049016	59057568	-	mRNA18326	1	0.957096
scaffold_3	120808349	120808637	Hic_chr_12	49215036	49215325	-	mRNA18708	1	0.591667
scaffold_3	124540502	124584523	Hic_chr_12	38022752	38023707	-	mRNA18785	1	0.973415
scaffold_3	181308119	181309091	Hic_chr_12	34305970	34306948	-	mRNA19834	1	0.897073
scaffold_3	217372396	217457613	Hic_chr_12	26205530	26242021	-	mRNA20491	1	0.481986
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_13.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_13.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_13.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_3	10375271	10382022	Hic_chr_13	23856682	23861942	+	mRNA16185	1	0.747619
scaffold_3	10390928	10431336	Hic_chr_13	23866971	23887625	+	mRNA16186	1	0.925755
scaffold_3	63669323	63689640	Hic_chr_13	33110039	33140063	+	mRNA17267	1	0.790295
scaffold_3	113931176	114027672	Hic_chr_13	76320622	76358098	+	mRNA18544	1	0.853116
scaffold_3	133762960	133885948	Hic_chr_13	81465743	81494433	+	mRNA18980	1	0.611759
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_3.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_3.fa -a ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_14.liftover.sam -as ./Udiv/Udiv.scaffold_3.cds.fa -ar ./Udiv/Udiv.scaffold_3.cds.ref.sam -s ./Lelegans/Lelegans_chrom_14.fa -n ./Udiv-Lelegans/Udiv.scaffold_3.cds.to.Lelegans.chrom_14.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_2.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_2.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_2.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_4	80191167	80191364	Hic_chr_2	14688022	14688205	+	mRNA22651	1	0.546547
scaffold_4	80458601	80493718	Hic_chr_2	15810523	15841935	+	mRNA22660	1	0.802513
scaffold_4	84291269	84300848	Hic_chr_2	36700778	36709135	+	mRNA22745	1	0.724982
scaffold_4	85119222	85168525	Hic_chr_2	39344545	39378926	+	mRNA22766	1	0.928881
scaffold_4	85179601	85212295	Hic_chr_2	39393947	39409898	+	mRNA22767	1	0.85206
scaffold_4	85610755	85667732	Hic_chr_2	39439390	39475929	+	mRNA22774	1	0.890071
scaffold_4	85834279	85860816	Hic_chr_2	39517211	39527113	+	mRNA22777	1	0.860424
scaffold_4	85872179	85878325	Hic_chr_2	39536810	39538246	+	mRNA22778	1	1
scaffold_4	101766481	101785608	Hic_chr_2	40796037	40807702	+	mRNA23089	1	0.85679
#block end
#block begin
scaffold_4	1520625	1538675	Hic_chr_2	87211049	87211747	-	mRNA20892	2	0.376616
scaffold_4	15746781	15751526	Hic_chr_2	48030894	48041359	-	mRNA21237	2	0.94905
scaffold_4	15935308	15963380	Hic_chr_2	47905291	47919218	-	mRNA21241	2	0.511364
scaffold_4	16083298	16144766	Hic_chr_2	47810538	47840713	-	mRNA21247	2	0.667101
scaffold_4	16163911	16186562	Hic_chr_2	47759897	47773760	-	mRNA21248	2	0.688026
scaffold_4	17184169	17203546	Hic_chr_2	42663629	42680412	-	mRNA21281	2	0.760269
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_3.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_3.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_3.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_4	15708234	15737372	Hic_chr_3	22055237	22078950	+	mRNA21236	1	0.976771
scaffold_4	16172114	16186769	Hic_chr_3	44111438	44120610	+	mRNA21248	1	0.318447
scaffold_4	38457338	38469203	Hic_chr_3	71306430	71307695	+	mRNA21712	1	0.827434
scaffold_4	169127675	169128511	Hic_chr_3	79524811	79579924	+	mRNA24634	1	0.499457
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_4.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_4.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_4.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_4	38457830	38472407	Hic_chr_4	80739413	80742605	-	mRNA21712	1	0.603245
